Confirmed,State,Special Id,Production,Species,No Measure Value
,,CA 310,Dairy Milking Cows,Cattle,
,,CA 311,Dairy Milking Cows,Cattle,
,,CA 312,Dairy Milking Cows,Cattle,
,,CA 313,Dairy Milking Cows,Cattle,
,,CA 315,Dairy Milking Cows,Cattle,
,,CA 316,Dairy Milking Cows,Cattle,
,,CA 317,Dairy Milking Cows,Cattle,
,,CA 318,Dairy Milking Cows,Cattle,
,,CA 319,Dairy Milking Cows,Cattle,
,,CA 320,Dairy Milking Cows,Cattle,
,,CA 321,Dairy Milking Cows,Cattle,
,,CA 322,Dairy Milking Cows,Cattle,
,,CA 323,Dairy Milking Cows,Cattle,
,,CA 324,Dairy Milking Cows,Cattle,
,,CA 325,Dairy Milking Cows,Cattle,
,,CA 326,Dairy Milking Cows,Cattle,
,,CA 327,Dairy Milking Cows,Cattle,
,,CA 328,Dairy Milking Cows,Cattle,
,,CA 329,Dairy Milking Cows,Cattle,
,,CA 330,Dairy Milking Cows,Cattle,
,,CA 331,Dairy Milking Cows,Cattle,
,,CA 332,Dairy Milking Cows,Cattle,
,,CA 333,Dairy Milking Cows,Cattle,
,,CA 334,Dairy Milking Cows,Cattle,
,,CA 339,Dairy Milking Cows,Cattle,
13-Nov-24,California,CA 177,Dairy Milking Cows,Cattle,
,,CA 182,Dairy Milking Cows,Cattle,
,,CA 205,Dairy Milking Cows,Cattle,
12-Nov-24,California,CA 264,Dairy Milking Cows,Cattle,
,,CA 269,Dairy Milking Cows,Cattle,
,,CA 270,Dairy Milking Cows,Cattle,
,,CA 271,Dairy Milking Cows,Cattle,
,,CA 272,Dairy Milking Cows,Cattle,
,,CA 273,Dairy Milking Cows,Cattle,
,,CA 274,Dairy Milking Cows,Cattle,
,,CA 275,Dairy Milking Cows,Cattle,
,,CA 276,Dairy Milking Cows,Cattle,
,,CA 277,Dairy Milking Cows,Cattle,
,,CA 278,Dairy Milking Cows,Cattle,
,,CA 279,Dairy Milking Cows,Cattle,
,,CA 280,Dairy Milking Cows,Cattle,
08-Nov-24,California,CA 225,Dairy Milking Cows,Cattle,
,,CA 283,Dairy Milking Cows,Cattle,
,,CA 284,Dairy Milking Cows,Cattle,
,,CA 285,Dairy Milking Cows,Cattle,
,,CA 286,Dairy Milking Cows,Cattle,
,,CA 287,Dairy Milking Cows,Cattle,
,,CA 288,Dairy Milking Cows,Cattle,
,,CA 289,Dairy Milking Cows,Cattle,
,,CA 290,Dairy Milking Cows,Cattle,
,,CA 291,Dairy Milking Cows,Cattle,
,,CA 292,Dairy Milking Cows,Cattle,
,,CA 293,Dairy Milking Cows,Cattle,
,,CA 294,Dairy Milking Cows,Cattle,
,,CA 295,Dairy Milking Cows,Cattle,
,,CA 297,Dairy Milking Cows,Cattle,
,,CA 298,Dairy Milking Cows,Cattle,
,,CA 299,Dairy Milking Cows,Cattle,
06-Nov-24,California,CA 210,Dairy Milking Cows,Cattle,
,,CA 245,Dairy Milking Cows,Cattle,
,,CA 246,Dairy Milking Cows,Cattle,
,,CA 247,Dairy Milking Cows,Cattle,
,,CA 248,Dairy Milking Cows,Cattle,
,,CA 249,Dairy Milking Cows,Cattle,
,,CA 250,Dairy Milking Cows,Cattle,
,,CA 251,Dairy Milking Cows,Cattle,
,,CA 252,Dairy Milking Cows,Cattle,
,,CA 253,Dairy Milking Cows,Cattle,
,,CA 255,Dairy Milking Cows,Cattle,
,,CA 256,Dairy Milking Cows,Cattle,
,,CA 257,Dairy Milking Cows,Cattle,
,,CA 258,Dairy Milking Cows,Cattle,
,,CA 259,Dairy Milking Cows,Cattle,
,,CA 260,Dairy Milking Cows,Cattle,
,,CA 261,Dairy Milking Cows,Cattle,
,,CA 262,Dairy Milking Cows,Cattle,
,,CA 263,Dairy Milking Cows,Cattle,
,,CA 265,Dairy Milking Cows,Cattle,
,,CA 266,Dairy Milking Cows,Cattle,
,,CA 267,Dairy Milking Cows,Cattle,
,,CA 268,Dairy Milking Cows,Cattle,
,,CA 296,Dairy Milking Cows,Cattle,
,,CA 346,Dairy Milking Cows,Cattle,
,Utah,UT 011,Dairy Milking Cows,Cattle,
,,UT 012,Dairy Milking Cows,Cattle,
,,UT 013,Dairy Milking Cows,Cattle,
,,UT 014,Dairy Milking Cows,Cattle,
05-Nov-24,California,CA 282,Dairy Milking Cows,Cattle,
,,CA 300,Dairy Milking Cows,Cattle,
04-Nov-24,Utah,UT 010,Dairy Milking Cows,Cattle,
01-Nov-24,California,CA 180,Dairy Milking Cows,Cattle,
,,CA 212,Dairy Milking Cows,Cattle,
,,CA 236,Dairy Milking Cows,Cattle,
,,CA 237,Dairy Milking Cows,Cattle,
,,CA 238,Dairy Milking Cows,Cattle,
,,CA 239,Dairy Milking Cows,Cattle,
,,CA 241,Dairy Milking Cows,Cattle,
,,CA 242,Dairy Milking Cows,Cattle,
,,CA 243,Dairy Milking Cows,Cattle,
31-Oct-24,California,CA 211,Dairy Milking Cows,Cattle,
,,CA 213,Dairy Milking Cows,Cattle,
,,CA 214,Dairy Milking Cows,Cattle,
,,CA 215,Dairy Milking Cows,Cattle,
,,CA 216,Dairy Milking Cows,Cattle,
,,CA 217,Dairy Milking Cows,Cattle,
,,CA 218,Dairy Milking Cows,Cattle,
,,CA 219,Dairy Milking Cows,Cattle,
,,CA 220,Dairy Milking Cows,Cattle,
,,CA 221,Dairy Milking Cows,Cattle,
,,CA 222,Dairy Milking Cows,Cattle,
,,CA 223,Dairy Milking Cows,Cattle,
,,CA 224,Dairy Milking Cows,Cattle,
,,CA 227,Dairy Milking Cows,Cattle,
,,CA 228,Dairy Milking Cows,Cattle,
,,CA 229,Dairy Milking Cows,Cattle,
,,CA 230,Dairy Milking Cows,Cattle,
,,CA 231,Dairy Milking Cows,Cattle,
,,CA 232,Dairy Milking Cows,Cattle,
,,CA 233,Dairy Milking Cows,Cattle,
,,CA 234,Dairy Milking Cows,Cattle,
,,CA 235,Dairy Milking Cows,Cattle,
,,CA 244,Dairy Milking Cows,Cattle,
,Utah,UT 002,Dairy Milking Cows,Cattle,
,,UT 003,Dairy Milking Cows,Cattle,
,,UT 004,Dairy Milking Cows,Cattle,
,,UT 005,Dairy Milking Cows,Cattle,
,,UT 006,Dairy Milking Cows,Cattle,
,,UT 007,Dairy Milking Cows,Cattle,
,,UT 008,Dairy Milking Cows,Cattle,
,,UT 009,Dairy Milking Cows,Cattle,
30-Oct-24,Oregon,OR 001,Backyard Producer,Swine,
29-Oct-24,California,CA 198,Dairy Milking Cows,Cattle,
,,CA 199,Dairy Milking Cows,Cattle,
,,CA 200,Dairy Milking Cows,Cattle,
,,CA 201,Dairy Milking Cows,Cattle,
,,CA 202,Dairy Milking Cows,Cattle,
,,CA 203,Dairy Milking Cows,Cattle,
,,CA 206,Dairy Milking Cows,Cattle,
,,CA 207,Dairy Milking Cows,Cattle,
,,CA 209,Dairy Milking Cows,Cattle,
28-Oct-24,California,CA 092,Dairy Milking Cows,Cattle,
,,CA 096,Dairy Milking Cows,Cattle,
,,CA 106,Dairy Milking Cows,Cattle,
,,CA 195,Dairy Milking Cows,Cattle,
,,CA 196,Dairy Milking Cows,Cattle,
,,CA 197,Dairy Milking Cows,Cattle,
25-Oct-24,California,CA 140,Dairy Milking Cows,Cattle,
,,CA 141,Dairy Milking Cows,Cattle,
,,CA 142,Dairy Milking Cows,Cattle,
,,CA 144,Dairy Milking Cows,Cattle,
,,CA 145,Dairy Milking Cows,Cattle,
,,CA 146,Dairy Milking Cows,Cattle,
,,CA 162,Dairy Milking Cows,Cattle,
,,CA 163,Dairy Milking Cows,Cattle,
,,CA 164,Dairy Milking Cows,Cattle,
,,CA 165,Dairy Milking Cows,Cattle,
,,CA 166,Dairy Milking Cows,Cattle,
,,CA 167,Dairy Milking Cows,Cattle,
,,CA 169,Dairy Milking Cows,Cattle,
,,CA 170,Dairy Milking Cows,Cattle,
,,CA 171,Dairy Milking Cows,Cattle,
,,CA 172,Dairy Milking Cows,Cattle,
,,CA 173,Dairy Milking Cows,Cattle,
,,CA 174,Dairy Milking Cows,Cattle,
,,CA 175,Dairy Milking Cows,Cattle,
,,CA 176,Dairy Milking Cows,Cattle,
,,CA 190,Dairy Milking Cows,Cattle,
,,CA 191,Dairy Milking Cows,Cattle,
,,CA 192,Dairy Milking Cows,Cattle,
,,CA 193,Dairy Milking Cows,Cattle,
,,CA 194,Dairy Milking Cows,Cattle,
,,CA 204,Dairy Milking Cows,Cattle,
24-Oct-24,California,CA 143,Dairy Milking Cows,Cattle,
,,CA 148,Dairy Milking Cows,Cattle,
,,CA 149,Dairy Milking Cows,Cattle,
,,CA 150,Dairy Milking Cows,Cattle,
,,CA 151,Dairy Milking Cows,Cattle,
,,CA 153,Dairy Milking Cows,Cattle,
,,CA 154,Dairy Milking Cows,Cattle,
,,CA 155,Dairy Milking Cows,Cattle,
,,CA 156,Dairy Milking Cows,Cattle,
,,CA 157,Dairy Milking Cows,Cattle,
,,CA 158,Dairy Milking Cows,Cattle,
,,CA 159,Dairy Milking Cows,Cattle,
,,CA 168,Dairy Milking Cows,Cattle,
,,CA 178,Dairy Milking Cows,Cattle,
,,CA 179,Dairy Milking Cows,Cattle,
,,CA 181,Dairy Milking Cows,Cattle,
,,CA 183,Dairy Milking Cows,Cattle,
,,CA 184,Dairy Milking Cows,Cattle,
,,CA 185,Dairy Milking Cows,Cattle,
,,CA 186,Dairy Milking Cows,Cattle,
,,CA 187,Dairy Milking Cows,Cattle,
,,CA 188,Dairy Milking Cows,Cattle,
,,CA 189,Dairy Milking Cows,Cattle,
,,CA 208,Dairy Milking Cows,Cattle,
22-Oct-24,California,CA 152,Dairy Milking Cows,Cattle,
,,CA 160,Dairy Milking Cows,Cattle,
,,CA 161,Dairy Milking Cows,Cattle,
,Idaho,ID 038,Dairy Milking Cows,Cattle,
21-Oct-24,California,CA 139,Dairy Milking Cows,Cattle,
,Idaho,ID 037,Dairy Milking Cows,Cattle,
17-Oct-24,California,CA 137,Dairy Milking Cows,Cattle,
,,CA 138,Dairy Milking Cows,Cattle,
16-Oct-24,California,CA 116,Dairy Milking Cows,Cattle,
,,CA 130,Dairy Milking Cows,Cattle,
,,CA 131,Dairy Milking Cows,Cattle,
,,CA 132,Dairy Milking Cows,Cattle,
,,CA 133,Dairy Milking Cows,Cattle,
,,CA 134,Dairy Milking Cows,Cattle,
,,CA 135,Dairy Milking Cows,Cattle,
,,CA 136,Dairy Milking Cows,Cattle,
,,CA 147,Dairy Milking Cows,Cattle,
15-Oct-24,California,CA 110,Dairy Milking Cows,Cattle,
,,CA 111,Dairy Milking Cows,Cattle,
,,CA 112,Dairy Milking Cows,Cattle,
,,CA 113,Dairy Milking Cows,Cattle,
,,CA 114,Dairy Milking Cows,Cattle,
,,CA 115,Dairy Milking Cows,Cattle,
,,CA 118,Dairy Milking Cows,Cattle,
,,CA 119,Dairy Milking Cows,Cattle,
,,CA 120,Dairy Milking Cows,Cattle,
,,CA 121,Dairy Milking Cows,Cattle,
,,CA 122,Dairy Milking Cows,Cattle,
,,CA 123,Dairy Milking Cows,Cattle,
,,CA 124,Dairy Milking Cows,Cattle,
,,CA 125,Dairy Milking Cows,Cattle,
,,CA 126,Dairy Milking Cows,Cattle,
,,CA 127,Dairy Milking Cows,Cattle,
,,CA 128,Dairy Milking Cows,Cattle,
,,CA 129,Dairy Milking Cows,Cattle,
10-Oct-24,California,CA 104,Dairy Milking Cows,Cattle,
,,CA 105,Dairy Milking Cows,Cattle,
,,CA 107,Dairy Milking Cows,Cattle,
,,CA 108,Dairy Milking Cows,Cattle,
,,CA 109,Dairy Milking Cows,Cattle,
09-Oct-24,California,CA 054,Dairy Milking Cows,Cattle,
08-Oct-24,California,CA 099,Dairy Milking Cows,Cattle,
,,CA 102,Dairy Milking Cows,Cattle,
,,CA 103,Dairy Milking Cows,Cattle,
07-Oct-24,California,CA 084,Dairy Milking Cows,Cattle,
,,CA 085,Dairy Milking Cows,Cattle,
,,CA 086,Dairy Milking Cows,Cattle,
,,CA 087,Dairy Milking Cows,Cattle,
,,CA 088,Dairy Milking Cows,Cattle,
,,CA 089,Dairy Milking Cows,Cattle,
,,CA 090,Dairy Milking Cows,Cattle,
,,CA 091,Dairy Milking Cows,Cattle,
,,CA 093,Dairy Milking Cows,Cattle,
,,CA 094,Dairy Milking Cows,Cattle,
,,CA 095,Dairy Milking Cows,Cattle,
,,CA 097,Dairy Milking Cows,Cattle,
,,CA 098,Dairy Milking Cows,Cattle,
04-Oct-24,California,CA 059,Dairy Milking Cows,Cattle,
,,CA 075,Dairy Milking Cows,Cattle,
,,CA 076,Dairy Milking Cows,Cattle,
,,CA 077,Dairy Milking Cows,Cattle,
,,CA 078,Dairy Milking Cows,Cattle,
,,CA 079,Dairy Milking Cows,Cattle,
,,CA 080,Dairy Milking Cows,Cattle,
,,CA 081,Dairy Milking Cows,Cattle,
,,CA 082,Dairy Milking Cows,Cattle,
,,CA 083,Dairy Milking Cows,Cattle,
,,CA 100,Dairy Milking Cows,Cattle,
,,CA 101,Dairy Milking Cows,Cattle,
03-Oct-24,California,CA 060,Dairy Milking Cows,Cattle,
,,CA 061,Dairy Milking Cows,Cattle,
,,CA 062,Dairy Milking Cows,Cattle,
,,CA 063,Dairy Milking Cows,Cattle,
,,CA 064,Dairy Milking Cows,Cattle,
,,CA 065,Dairy Milking Cows,Cattle,
,,CA 066,Dairy Milking Cows,Cattle,
,,CA 067,Dairy Milking Cows,Cattle,
,,CA 068,Dairy Milking Cows,Cattle,
,,CA 069,Dairy Milking Cows,Cattle,
,,CA 070,Dairy Milking Cows,Cattle,
,,CA 071,Dairy Milking Cows,Cattle,
,,CA 072,Dairy Milking Cows,Cattle,
,,CA 073,Dairy Milking Cows,Cattle,
,,CA 074,Dairy Milking Cows,Cattle,
02-Oct-24,California,CA 048,Dairy Milking Cows,Cattle,
01-Oct-24,California,CA 043,Dairy Milking Cows,Cattle,
,,CA 047,Dairy Milking Cows,Cattle,
,,CA 049,Dairy Milking Cows,Cattle,
,,CA 050,Dairy Milking Cows,Cattle,
,,CA 051,Dairy Milking Cows,Cattle,
,,CA 052,Dairy Milking Cows,Cattle,
,,CA 053,Dairy Milking Cows,Cattle,
,,CA 055,Dairy Milking Cows,Cattle,
,,CA 056,Dairy Milking Cows,Cattle,
,,CA 057,Dairy Milking Cows,Cattle,
,,CA 058,Dairy Milking Cows,Cattle,
30-Sep-24,Idaho,ID 036,Dairy Milking Cows,Cattle,
27-Sep-24,California,CA 044,Dairy Milking Cows,Cattle,
,,CA 045,Dairy Milking Cows,Cattle,
,,CA 046,Dairy Milking Cows,Cattle,
,Idaho,ID 035,Dairy Milking Cows,Cattle,
24-Sep-24,California,CA 015,Dairy Milking Cows,Cattle,
23-Sep-24,California,CA 037,Dairy Milking Cows,Cattle,
,,CA 038,Dairy Milking Cows,Cattle,
,,CA 039,Dairy Milking Cows,Cattle,
,,CA 040,Dairy Milking Cows,Cattle,
,,CA 041,Dairy Milking Cows,Cattle,
,,CA 042,Dairy Milking Cows,Cattle,
20-Sep-24,California,CA 018,Dairy Milking Cows,Cattle,
,,CA 019,Dairy Milking Cows,Cattle,
,,CA 020,Dairy Milking Cows,Cattle,
,,CA 021,Dairy Milking Cows,Cattle,
,,CA 022,Dairy Milking Cows,Cattle,
,,CA 023,Dairy Milking Cows,Cattle,
,,CA 024,Dairy Milking Cows,Cattle,
,,CA 025,Dairy Milking Cows,Cattle,
,,CA 026,Dairy Milking Cows,Cattle,
,,CA 027,Dairy Milking Cows,Cattle,
,,CA 029,Dairy Milking Cows,Cattle,
,,CA 030,Dairy Milking Cows,Cattle,
,,CA 031,Dairy Milking Cows,Cattle,
,,CA 032,Dairy Milking Cows,Cattle,
,,CA 033,Dairy Milking Cows,Cattle,
,,CA 034,Dairy Milking Cows,Cattle,
,,CA 035,Dairy Milking Cows,Cattle,
,,CA 036,Dairy Milking Cows,Cattle,
18-Sep-24,California,CA 011,Dairy Milking Cows,Cattle,
,,CA 012,Dairy Milking Cows,Cattle,
,,CA 013,Dairy Milking Cows,Cattle,
,,CA 014,Dairy Milking Cows,Cattle,
,,CA 016,Dairy Milking Cows,Cattle,
,,CA 017,Dairy Milking Cows,Cattle,
13-Sep-24,California,CA 009,Dairy Milking Cows,Cattle,
,,CA 010,Dairy Milking Cows,Cattle,
12-Sep-24,Idaho,ID 034,Dairy Milking Cows,Cattle,
,Texas,TX 026,Dairy Milking Cows,Cattle,
11-Sep-24,Texas,TX 025,Dairy Milking Cows,Cattle,
10-Sep-24,California,CA 007,Dairy Milking Cows,Cattle,
,,CA 008,Dairy Milking Cows,Cattle,
09-Sep-24,California,CA 004,Dairy Milking Cows,Cattle,
,,CA 005,Dairy Milking Cows,Cattle,
,,CA 006,Dairy Milking Cows,Cattle,
,Michigan,MI 029,Dairy Milking Cows,Cattle,
30-Aug-24,California,CA 001,Dairy Milking Cows,Cattle,
,,CA 002,Dairy Milking Cows,Cattle,
,,CA 003,Dairy Milking Cows,Cattle,
28-Aug-24,New Mexico,NM 009,Dairy Milking Cows,Cattle,
26-Aug-24,Michigan,MI 028,Dairy Milking Cows,Cattle,
13-Aug-24,Colorado,CO 064,Dairy Milking Cows,Cattle,
,Idaho,ID 033,Dairy Milking Cows,Cattle,
06-Aug-24,Colorado,CO 056,Dairy Milking Cows,Cattle,
05-Aug-24,Colorado,CO 053,Dairy Milking Cows,Cattle,
,,CO 054,Dairy Milking Cows,Cattle,
,,CO 055,Dairy Milking Cows,Cattle,
,,CO 057,Dairy Milking Cows,Cattle,
,,CO 058,Dairy Milking Cows,Cattle,
,,CO 059,Dairy Milking Cows,Cattle,
,,CO 060,Dairy Milking Cows,Cattle,
,,CO 061,Dairy Milking Cows,Cattle,
,,CO 062,Dairy Milking Cows,Cattle,
,,CO 063,Dairy Milking Cows,Cattle,
01-Aug-24,Texas,TX 024,Dairy Milking Cows,Cattle,
31-Jul-24,Colorado,CO 042,Dairy Milking Cows,Cattle,
,South Dakota,SD 006,Dairy Milking Cows,Cattle,
,,SD 007,Dairy Milking Cows,Cattle,
30-Jul-24,Michigan,MI 027,Dairy Milking Cows,Cattle,
,Texas,TX 023,Dairy Milking Cows,Cattle,
29-Jul-24,Colorado,CO 052,Dairy Milking Cows,Cattle,
23-Jul-24,Colorado,CO 050,Dairy Milking Cows,Cattle,
,,CO 051,Dairy Milking Cows,Cattle,
22-Jul-24,Colorado,CO 048,Dairy Milking Cows,Cattle,
,,CO 049,Dairy Milking Cows,Cattle,
19-Jul-24,Colorado,CO 046,Dairy Milking Cows,Cattle,
,,CO 047,Dairy Milking Cows,Cattle,
,Minnesota,MN 010,Dairy Milking Cows,Cattle,
18-Jul-24,Colorado,CO 038,Dairy Milking Cows,Cattle,
,,CO 045,Dairy Milking Cows,Cattle,
16-Jul-24,Colorado,CO 040,Dairy Milking Cows,Cattle,
,,CO 044,Dairy Milking Cows,Cattle,
15-Jul-24,Colorado,CO 039,Dairy Milking Cows,Cattle,
,,CO 041,Dairy Milking Cows,Cattle,
,,CO 043,Dairy Milking Cows,Cattle,
12-Jul-24,Colorado,CO 037,Dairy Milking Cows,Cattle,
11-Jul-24,Colorado,CO 036,Dairy Milking Cows,Cattle,
,Idaho,ID 031,Dairy Milking Cows,Cattle,
,,ID 032,Dairy Milking Cows,Cattle,
,Oklahoma,OK 001,Dairy Milking Cows,Cattle,
,,OK 002,Dairy Milking Cows,Cattle,
10-Jul-24,Colorado,CO 031,Dairy Milking Cows,Cattle,
,,CO 032,Dairy Milking Cows,Cattle,
,,CO 033,Dairy Milking Cows,Cattle,
,,CO 034,Dairy Milking Cows,Cattle,
,,CO 035,Dairy Milking Cows,Cattle,
,Minnesota,MN 009,Dairy Milking Cows,Cattle,
09-Jul-24,Iowa,IA 012,Dairy Milking Cows,Cattle,
08-Jul-24,Colorado,CO 028,Dairy Milking Cows,Cattle,
,,CO 029,Dairy Milking Cows,Cattle,
,,CO 030,Dairy Milking Cows,Cattle,
,Michigan,MI 026,Dairy Milking Cows,Cattle,
,Texas,TX 022,Dairy Milking Cows,Cattle,
02-Jul-24,Minnesota,MN 008,Dairy Milking Cows,Cattle,
01-Jul-24,Colorado,CO 027,Dairy Milking Cows,Cattle,
28-Jun-24,Colorado,CO 017,Dairy Milking Cows,Cattle,
,,CO 024,Dairy Milking Cows,Cattle,
,,CO 025,Dairy Milking Cows,Cattle,
,,CO 026,Dairy Milking Cows,Cattle,
,Iowa,IA 013,Dairy Milking Cows,Cattle,
25-Jun-24,Colorado,CO 022,Dairy Milking Cows,Cattle,
,,CO 023,Dairy Milking Cows,Cattle,
,Iowa,IA 011,Dairy Milking Cows,Cattle,
24-Jun-24,Colorado,CO 020,Dairy Milking Cows,Cattle,
,,CO 021,Dairy Milking Cows,Cattle,
,Iowa,IA 010,Dairy Milking Cows,Cattle,
21-Jun-24,Colorado,CO 013,Dairy Milking Cows,Cattle,
,,CO 014,Dairy Milking Cows,Cattle,
,,CO 015,Dairy Milking Cows,Cattle,
,,CO 016,Dairy Milking Cows,Cattle,
,,CO 018,Dairy Milking Cows,Cattle,
,Iowa,IA 008,Dairy Milking Cows,Cattle,
,,IA 009,Dairy Milking Cows,Cattle,
20-Jun-24,Colorado,CO 019,Dairy Milking Cows,Cattle,
,Idaho,ID 029,Dairy Milking Cows,Cattle,
18-Jun-24,Colorado,CO 011,Dairy Milking Cows,Cattle,
,,CO 012,Dairy Milking Cows,Cattle,
,Iowa,IA 006,Dairy Milking Cows,Cattle,
,,IA 007,Dairy Milking Cows,Cattle,
,Minnesota,MN 005,Dairy Milking Cows,Cattle,
,,MN 006,Dairy Milking Cows,Cattle,
,,MN 007,Dairy Milking Cows,Cattle,
17-Jun-24,Idaho,ID 025,Dairy Milking Cows,Cattle,
,,ID 026,Dairy Milking Cows,Cattle,
,,ID 027,Dairy Milking Cows,Cattle,
,Iowa,IA 004,Dairy Milking Cows,Cattle,
,,IA 005,Dairy Milking Cows,Cattle,
,Texas,TX 020,Dairy Milking Cows,Cattle,
,,TX 021,Dairy Milking Cows,Cattle,
13-Jun-24,Colorado,CO 007,Dairy Milking Cows,Cattle,
,,CO 008,Dairy Milking Cows,Cattle,
,,CO 009,Dairy Milking Cows,Cattle,
,,CO 010,Dairy Milking Cows,Cattle,
,Iowa,IA 003,Dairy Milking Cows,Cattle,
12-Jun-24,Colorado,CO 006,Dairy Milking Cows,Cattle,
11-Jun-24,Michigan,MI 025,Dairy Milking Cows,Cattle,
10-Jun-24,Colorado,CO 005,Dairy Milking Cows,Cattle,
,Idaho,ID 021,Dairy Milking Cows,Cattle,
,,ID 023,Dairy Milking Cows,Cattle,
,,ID 024,Dairy Milking Cows,Cattle,
,Iowa,IA 002,Dairy Milking Cows,Cattle,
07-Jun-24,Iowa,IA 001,Dairy Milking Cows,Cattle,
,Minnesota,MN 004,Dairy Milking Cows,Cattle,
06-Jun-24,Idaho,ID 020,Dairy Milking Cows,Cattle,
,Minnesota,MN 003,Dairy Milking Cows,Cattle,
,Wyoming,WY 001,Dairy Milking Cows,Cattle,
05-Jun-24,Minnesota,MN 002,Dairy Milking Cows,Cattle,
04-Jun-24,Texas,TX 019,Dairy Milking Cows,Cattle,
03-Jun-24,Idaho,ID 019,Dairy Milking Cows,Cattle,
,Texas,TX 017,Dairy Milking Cows,Cattle,
,,TX 018,Dairy Milking Cows,Cattle,
31-May-24,Michigan,MI 024,Dairy Milking Cows,Cattle,
,South Dakota,SD 005,Dairy Milking Cows,Cattle,
,Texas,TX 016,Dairy Milking Cows,Cattle,
30-May-24,Idaho,ID 011,Dairy Milking Cows,Cattle,
,,ID 012,Dairy Milking Cows,Cattle,
,,ID 013,Dairy Milking Cows,Cattle,
,,ID 014,Dairy Milking Cows,Cattle,
,,ID 015,Dairy Milking Cows,Cattle,
,,ID 016,Dairy Milking Cows,Cattle,
,,ID 017,Dairy Milking Cows,Cattle,
,,ID 018,Dairy Milking Cows,Cattle,
,,ID 028,Dairy Milking Cows,Cattle,
29-May-24,Michigan,MI 023,Dairy Milking Cows,Cattle,
28-May-24,Michigan,MI 021,Dairy Milking Cows,Cattle,
,,MI 022,Dairy Milking Cows,Cattle,
24-May-24,Idaho,ID 010,Dairy Milking Cows,Cattle,
23-May-24,Michigan,MI 019,Dairy Milking Cows,Cattle,
,South Dakota,SD 004,Dairy Milking Cows,Cattle,
,Texas,TX 015,Dairy Milking Cows,Cattle,
22-May-24,Colorado,CO 003,Dairy Milking Cows,Cattle,
,,CO 004,Dairy Milking Cows,Cattle,
,Michigan,MI 016,Dairy Milking Cows,Cattle,
,,MI 017,Dairy Milking Cows,Cattle,
,,MI 018,Dairy Milking Cows,Cattle,
,,MI 020,Dairy Milking Cows,Cattle,
21-May-24,Idaho,ID 008,Dairy Milking Cows,Cattle,
,,ID 009,Dairy Milking Cows,Cattle,
20-May-24,South Dakota,SD 002,Dairy Milking Cows,Cattle,
,Texas,TX 014,Dairy Milking Cows,Cattle,
17-May-24,South Dakota,SD 003,Dairy Milking Cows,Cattle,
16-May-24,Idaho,ID 006,Dairy Milking Cows,Cattle,
,,ID 007,Backyard Producer,Alpaca,
,Michigan,MI 015,Dairy Milking Cows,Cattle,
14-May-24,Idaho,ID 005,Dairy Milking Cows,Cattle,
,Michigan,MI 013,Dairy Milking Cows,Cattle,
,,MI 014,Dairy Milking Cows,Cattle,
11-May-24,Michigan,MI 011,Dairy Milking Cows,Cattle,
,,MI 012,Dairy Milking Cows,Cattle,
10-May-24,Idaho,ID 004,Dairy Milking Cows,Cattle,
09-May-24,Texas,TX 013,Dairy Milking Cows,Cattle,
08-May-24,Colorado,CO 002,Dairy Milking Cows,Cattle,
,Michigan,MI 007,Dairy Milking Cows,Cattle,
,,MI 008,Dairy Milking Cows,Cattle,
,,MI 009,Dairy Milking Cows,Cattle,
,,MI 010,Dairy Milking Cows,Cattle,
07-May-24,Idaho,ID 003,Dairy Milking Cows,Cattle,
25-Apr-24,Colorado,CO 001,Dairy Milking Cows,Cattle,
19-Apr-24,Idaho,ID 002,Dairy Milking Cows,Cattle,
17-Apr-24,Kansas,KS 004,Dairy Milking Cows,Cattle,
,Michigan,MI 006,Dairy Milking Cows,Cattle,
,New Mexico,NM 008,Dairy Milking Cows,Cattle,
,Texas,TX 006,Dairy Milking Cows,Cattle,
15-Apr-24,Michigan,MI 005,Dairy Milking Cows,Cattle,
12-Apr-24,Michigan,MI 003,Dairy Milking Cows,Cattle,
,,MI 004,Dairy Milking Cows,Cattle,
10-Apr-24,New Mexico,NM 007,Dairy Milking Cows,Cattle,
,Texas,TX 012,Dairy Milking Cows,Cattle,
09-Apr-24,New Mexico,NM 006,Dairy Milking Cows,Cattle,
,North Carolina,NC 001,Dairy Milking Cows,Cattle,
,South Dakota,SD 001,Dairy Milking Cows,Cattle,
,Texas,TX 003,Dairy Milking Cows,Cattle,
06-Apr-24,New Mexico,NM 003,Dairy Milking Cows,Cattle,
,,NM 004,Dairy Milking Cows,Cattle,
,,NM 005,Dairy Milking Cows,Cattle,
05-Apr-24,Michigan,MI 002,Dairy Milking Cows,Cattle,
04-Apr-24,Texas,TX 010,Dairy Milking Cows,Cattle,
,,TX 011,Dairy Milking Cows,Cattle,
02-Apr-24,Idaho,ID 001,Dairy Milking Cows,Cattle,
,Ohio,OH 001,Dairy Milking Cows,Cattle,
01-Apr-24,Kansas,KS 003,Dairy Milking Cows,Cattle,
,New Mexico,NM 001,Dairy Milking Cows,Cattle,
,,NM 002,Dairy Milking Cows,Cattle,
30-Mar-24,Texas,TX 008,Dairy Milking Cows,Cattle,
,,TX 009,Dairy Milking Cows,Cattle,
29-Mar-24,Michigan,MI 001,Dairy Milking Cows,Cattle,
27-Mar-24,Texas,TX 001,Dairy Milking Cows,Cattle,
